cutomer_id,item_purchased,category,purchase_amount,size,color,review_rating,shipping_type,payment_method
3119,Shorts,Clothing,97,L,Blue,4.7,Standard,Debit Card
3120,Sandals,Footwear,79,XL,Silver,4.7,2-Day Shipping,Credit Card
3121,Shirt,Clothing,76,M,Magenta,4,Store Pickup,Debit Card
3122,Hoodie,Clothing,38,L,Black,2.6,Standard,Venmo
3123,Socks,Clothing,45,M,Pink,3,Express,Credit Card
3124,Handbag,Accessories,77,XL,Red,3.3,Next Day Air,Venmo
3125,Jewelry,Accessories,51,M,Peach,3.4,Standard,Cash
3126,Coat,Outerwear,26,L,Lavender,4,Standard,Cash
3127,Sunglasses,Accessories,76,L,Lavender,2.6,Store Pickup,Bank Transfer
3128,Gloves,Accessories,94,M,Beige,3.4,Free Shipping,Credit Card
3129,Jacket,Outerwear,32,S,Indigo,4.4,Standard,Cash
3130,Sandals,Footwear,20,S,Cyan,4.7,Express,Venmo
3131,Pants,Clothing,20,M,Yellow,4.5,Store Pickup,Venmo
3132,Jacket,Outerwear,59,M,Peach,2.9,Store Pickup,Bank Transfer
3133,Sweater,Clothing,97,M,Yellow,4.2,Express,Cash
3134,T-shirt,Clothing,68,M,Orange,4.1,Next Day Air,Cash
3135,Boots,Footwear,66,L,Gray,4.4,Store Pickup,Bank Transfer
3136,Shoes,Footwear,85,L,Yellow,4.7,Free Shipping,Venmo
3137,Skirt,Clothing,32,M,Gray,3.1,Next Day Air,Cash
3138,Coat,Outerwear,44,M,Turquoise,2.7,2-Day Shipping,Bank Transfer
3139,Blouse,Clothing,95,L,Gray,4.6,Next Day Air,Cash
3140,Sunglasses,Accessories,85,M,Olive,4.4,Next Day Air,Venmo
3141,Gloves,Accessories,44,XL,Peach,4.6,Free Shipping,Bank Transfer
3142,Sunglasses,Accessories,30,S,Peach,4.9,Express,Credit Card
3143,Sneakers,Footwear,21,L,Magenta,4,2-Day Shipping,Venmo
3144,Hoodie,Clothing,22,M,Purple,2.9,Store Pickup,Cash
3145,Boots,Footwear,70,L,Beige,2.6,Free Shipping,Debit Card
3146,Handbag,Accessories,29,XL,Purple,4.6,Standard,PayPal
3147,Shirt,Clothing,83,S,Yellow,4.9,Free Shipping,PayPal
3148,Sweater,Clothing,99,M,Pink,4.3,Express,Credit Card
3149,Shorts,Clothing,35,L,Purple,4.3,Free Shipping,Venmo
3150,Belt,Accessories,40,M,Lavender,4.6,Free Shipping,Venmo
3151,Blouse,Clothing,25,M,Peach,2.6,Express,Bank Transfer
3152,T-shirt,Clothing,64,L,Orange,3.1,2-Day Shipping,Bank Transfer
3153,Belt,Accessories,90,M,Red,3.1,Store Pickup,PayPal
3154,Socks,Clothing,88,L,Red,3.1,Next Day Air,Venmo
3155,Belt,Accessories,55,M,Gold,4.4,Standard,Cash
3156,Handbag,Accessories,90,M,Brown,4.3,Free Shipping,Cash
3157,Shirt,Clothing,50,M,Black,3.1,2-Day Shipping,Cash
3158,Belt,Accessories,34,L,Red,3.1,Store Pickup,Debit Card
3159,Jewelry,Accessories,77,M,Gray,4.9,2-Day Shipping,Credit Card
3160,Hat,Accessories,89,L,Pink,2.9,Store Pickup,Bank Transfer
3161,Backpack,Accessories,87,XL,Turquoise,3.8,Next Day Air,Cash
3162,Dress,Clothing,77,S,Charcoal,4.2,2-Day Shipping,Cash
3163,Shoes,Footwear,85,L,Blue,3.9,Standard,Bank Transfer
3164,Pants,Clothing,66,XL,Turquoise,2.8,Express,Cash
3165,Dress,Clothing,32,L,Silver,2.6,Standard,Credit Card
3166,Jacket,Outerwear,92,M,Lavender,3,Store Pickup,Bank Transfer
3167,Shirt,Clothing,80,M,Gold,2.7,Next Day Air,Bank Transfer
3168,Dress,Clothing,78,M,Blue,2.8,2-Day Shipping,Cash
3169,Jeans,Clothing,24,M,Orange,2.9,2-Day Shipping,PayPal
3170,T-shirt,Clothing,59,M,White,3.8,Free Shipping,Venmo
3171,Sunglasses,Accessories,41,XL,Charcoal,4.4,Express,Credit Card
3172,Jewelry,Accessories,26,M,Maroon,3.1,Express,Bank Transfer
3173,Socks,Clothing,52,M,Olive,3.7,Standard,Debit Card
3174,Skirt,Clothing,46,L,Teal,4.9,Next Day Air,PayPal
3175,Pants,Clothing,52,L,Orange,3.8,Store Pickup,PayPal
3176,Socks,Clothing,42,M,Maroon,3.4,Store Pickup,Debit Card
3177,Sandals,Footwear,37,XL,Turquoise,4.6,2-Day Shipping,Credit Card
3178,Belt,Accessories,52,L,Beige,3.2,Standard,Credit Card
3179,Sandals,Footwear,34,L,Beige,2.7,Free Shipping,Credit Card
3180,Shorts,Clothing,88,M,Olive,4.3,Free Shipping,Debit Card
3181,Handbag,Accessories,88,L,Turquoise,3.8,Standard,PayPal
3182,Jacket,Outerwear,51,M,Charcoal,4.4,Free Shipping,PayPal
3183,Sunglasses,Accessories,97,L,Green,3.6,Free Shipping,Credit Card
3184,Sneakers,Footwear,56,M,Green,3.5,Standard,Cash
3185,Sweater,Clothing,53,L,Green,4.2,2-Day Shipping,Venmo
3186,Skirt,Clothing,71,L,Gold,4.7,Express,PayPal
3187,Jewelry,Accessories,93,S,Cyan,4.8,Store Pickup,Venmo
3188,Blouse,Clothing,72,L,Indigo,3.2,Free Shipping,Debit Card
3189,Blouse,Clothing,59,M,Lavender,3.5,Standard,Bank Transfer
3190,Boots,Footwear,87,M,Beige,4.2,Store Pickup,PayPal
3191,Jeans,Clothing,78,S,Purple,3.4,Free Shipping,Credit Card
3192,Hoodie,Clothing,68,XL,Maroon,4.7,Store Pickup,Credit Card
3193,Sweater,Clothing,76,S,Maroon,3,Free Shipping,Cash
3194,Gloves,Accessories,99,L,Teal,4,Express,Credit Card
3195,Sneakers,Footwear,52,L,Gold,4.6,Standard,Credit Card
3196,Sunglasses,Accessories,58,S,Red,4.9,Next Day Air,Credit Card
3197,Belt,Accessories,59,L,Maroon,2.8,Express,Debit Card
3198,Sweater,Clothing,71,M,Teal,3.2,Free Shipping,Credit Card
3199,Gloves,Accessories,94,L,Peach,2.8,Free Shipping,Debit Card
3200,Handbag,Accessories,40,XL,Pink,4.2,Express,PayPal
3201,Socks,Clothing,24,L,Black,4.8,Free Shipping,Credit Card
3202,Pants,Clothing,38,S,Indigo,2.8,2-Day Shipping,Cash
3203,Scarf,Accessories,37,L,Green,4.5,Standard,Venmo
3204,Coat,Outerwear,29,L,Teal,4.1,Express,Venmo
3205,Jacket,Outerwear,92,XL,Lavender,4.3,Free Shipping,Debit Card
3206,Hoodie,Clothing,24,XL,Magenta,4.4,2-Day Shipping,Bank Transfer
3207,Boots,Footwear,52,M,Brown,3,Free Shipping,PayPal
3208,Socks,Clothing,29,XL,Beige,2.7,Next Day Air,PayPal
3209,Jewelry,Accessories,30,L,Indigo,3.3,2-Day Shipping,PayPal
3210,Shoes,Footwear,31,L,Peach,4.3,Standard,Debit Card
3211,Socks,Clothing,67,M,Magenta,2.9,Express,Venmo
3212,Pants,Clothing,65,L,Turquoise,4.9,Standard,Cash
3213,Sneakers,Footwear,22,M,Indigo,3.6,2-Day Shipping,Debit Card
3214,Sunglasses,Accessories,56,M,Brown,3.3,Standard,Credit Card
3215,Skirt,Clothing,78,M,Yellow,3.1,Free Shipping,Debit Card
3216,Coat,Outerwear,90,M,Magenta,2.7,Free Shipping,PayPal
3217,Hoodie,Clothing,85,S,Olive,3.4,Next Day Air,Cash
3218,Sunglasses,Accessories,58,M,Silver,3.4,Express,Venmo
3219,Skirt,Clothing,34,M,Teal,3.9,Express,PayPal
3220,Coat,Outerwear,40,L,White,3.5,2-Day Shipping,Credit Card
3221,Handbag,Accessories,29,M,Blue,4.1,Free Shipping,Cash
3222,T-shirt,Clothing,76,M,Yellow,3.2,Standard,Cash
3223,Sunglasses,Accessories,84,S,Maroon,4.6,Store Pickup,PayPal
3224,Shirt,Clothing,65,S,Gray,3.9,Standard,Venmo
3225,Hoodie,Clothing,80,L,Indigo,2.7,Free Shipping,PayPal
3226,Blouse,Clothing,98,M,Pink,3,Store Pickup,Credit Card
3227,Sneakers,Footwear,71,XL,Beige,3.3,Next Day Air,Bank Transfer
3228,Scarf,Accessories,69,XL,White,2.7,Free Shipping,Debit Card
3229,Jewelry,Accessories,95,M,Yellow,4.6,2-Day Shipping,PayPal
3230,Pants,Clothing,67,M,Teal,2.7,Express,Cash
3231,Sneakers,Footwear,49,M,Olive,2.5,Next Day Air,Debit Card
3232,Shoes,Footwear,97,M,Maroon,4.4,Free Shipping,Credit Card
3233,T-shirt,Clothing,34,M,White,4,Next Day Air,Bank Transfer
3234,Belt,Accessories,74,M,Lavender,3.8,Express,Debit Card
3235,Jewelry,Accessories,96,M,Black,2.5,2-Day Shipping,Debit Card
3236,Belt,Accessories,68,M,Green,4,Free Shipping,Venmo
3237,Belt,Accessories,84,L,Olive,4.1,Next Day Air,Cash
3238,T-shirt,Clothing,57,M,Gray,2.8,Express,Cash
3239,Sneakers,Footwear,84,XL,Teal,3.4,2-Day Shipping,Cash
3240,Sunglasses,Accessories,32,M,Charcoal,2.7,2-Day Shipping,Cash
3241,Sandals,Footwear,37,M,Violet,3.8,2-Day Shipping,Bank Transfer
3242,Handbag,Accessories,58,M,Lavender,4.4,Store Pickup,PayPal
3243,Socks,Clothing,74,S,Beige,2.8,Express,Venmo
3244,Hoodie,Clothing,99,L,Black,5,Store Pickup,Bank Transfer
3245,Sweater,Clothing,81,M,Black,4.7,Express,Credit Card
3246,Pants,Clothing,76,M,Purple,3.2,Next Day Air,Cash
3247,Sneakers,Footwear,98,M,Magenta,2.9,Store Pickup,Cash
3248,Gloves,Accessories,91,M,Teal,3.7,Express,PayPal
3249,T-shirt,Clothing,79,S,Teal,4.2,Free Shipping,Bank Transfer
3250,Backpack,Accessories,83,M,Pink,3.4,Express,Credit Card
3251,Coat,Outerwear,90,M,Teal,2.9,2-Day Shipping,Venmo
3252,Coat,Outerwear,20,M,Gold,3.7,Standard,Venmo
3253,Sandals,Footwear,21,L,Brown,2.7,Store Pickup,Credit Card
3254,Backpack,Accessories,60,M,Brown,3.2,2-Day Shipping,Venmo
3255,Sweater,Clothing,31,S,Magenta,4.9,Store Pickup,Bank Transfer
3256,Shorts,Clothing,40,M,Black,2.8,Next Day Air,Bank Transfer
3257,Sunglasses,Accessories,26,L,Teal,4.7,Free Shipping,Venmo
3258,Shirt,Clothing,98,M,Brown,3.3,Express,Venmo
3259,Shoes,Footwear,51,M,Magenta,4.3,Express,Credit Card
3260,Hat,Accessories,95,XL,Indigo,3.7,2-Day Shipping,Debit Card
3261,Scarf,Accessories,36,M,Violet,4.5,2-Day Shipping,Credit Card
3262,Belt,Accessories,52,L,Cyan,3.4,Store Pickup,Debit Card
3263,T-shirt,Clothing,35,M,Violet,2.7,Standard,Cash
3264,Shorts,Clothing,68,S,Black,4.4,Express,Debit Card
3265,Pants,Clothing,50,S,Charcoal,4,Express,Cash
3266,Sunglasses,Accessories,100,M,White,3.2,Express,Credit Card
3267,Coat,Outerwear,74,S,Gray,4.2,Next Day Air,Bank Transfer
3268,Hoodie,Clothing,45,L,Pink,3,Store Pickup,Credit Card
3269,Dress,Clothing,97,M,Cyan,2.8,Free Shipping,Bank Transfer
3270,Blouse,Clothing,60,M,Blue,4.9,Express,Cash
3271,Socks,Clothing,25,M,Indigo,4.7,Express,PayPal
3272,Socks,Clothing,55,XL,Magenta,4.4,Standard,Credit Card
3273,Shoes,Footwear,99,M,Lavender,3.1,Next Day Air,PayPal
3274,Belt,Accessories,45,S,Orange,2.6,Free Shipping,PayPal
3275,Sweater,Clothing,20,M,Cyan,3.9,Store Pickup,Cash
3276,Pants,Clothing,88,XL,Green,2.6,2-Day Shipping,Debit Card
3277,Scarf,Accessories,99,M,White,4,Store Pickup,PayPal
3278,Skirt,Clothing,86,M,Blue,4.9,Store Pickup,Credit Card
3279,Dress,Clothing,70,M,Black,3.3,2-Day Shipping,Bank Transfer
3280,Hat,Accessories,50,S,Red,3,Express,Debit Card
3281,Handbag,Accessories,57,L,Red,2.7,Next Day Air,PayPal
3282,Pants,Clothing,69,L,Gold,3.1,Free Shipping,Bank Transfer
3283,T-shirt,Clothing,94,M,Red,4.8,Next Day Air,Credit Card
3284,Jacket,Outerwear,24,L,Purple,2.9,Express,Debit Card
3285,Scarf,Accessories,79,L,White,4.5,2-Day Shipping,Venmo
3286,Hat,Accessories,31,XL,Magenta,4.6,Free Shipping,Cash
3287,Jacket,Outerwear,67,L,Pink,5,Express,Venmo
3288,Skirt,Clothing,63,L,Black,4.3,2-Day Shipping,Credit Card
3289,Handbag,Accessories,61,XL,White,4.9,Next Day Air,Credit Card
3290,Backpack,Accessories,50,M,Maroon,4,2-Day Shipping,Venmo
3291,Coat,Outerwear,82,L,Black,3.1,Free Shipping,PayPal
3292,Belt,Accessories,51,L,Olive,2.6,2-Day Shipping,Cash
3293,Handbag,Accessories,23,L,Gray,4.9,Standard,Bank Transfer
3294,Coat,Outerwear,91,M,Gold,3.5,2-Day Shipping,Credit Card
3295,Sweater,Clothing,60,S,Magenta,4.5,Store Pickup,Bank Transfer
3296,Blouse,Clothing,34,S,Lavender,2.8,Next Day Air,Cash
3297,Blouse,Clothing,23,M,Green,4.2,Next Day Air,Venmo
3298,Belt,Accessories,82,M,Violet,4.1,Free Shipping,PayPal
3299,Jacket,Outerwear,73,M,Brown,3.5,Express,Bank Transfer
3300,Shorts,Clothing,32,L,Teal,4,2-Day Shipping,Venmo
3301,Hat,Accessories,80,M,Charcoal,4,Express,Bank Transfer
3302,Pants,Clothing,58,XL,Charcoal,2.5,Free Shipping,Credit Card
3303,Blouse,Clothing,82,XL,Beige,4.2,Standard,Venmo
3304,Belt,Accessories,60,S,Turquoise,3.4,Next Day Air,Credit Card
3305,Handbag,Accessories,79,XL,Orange,4.8,Next Day Air,Bank Transfer
3306,Hoodie,Clothing,41,L,Cyan,4.9,Standard,PayPal
3307,Jacket,Outerwear,39,L,Orange,3.6,Store Pickup,Venmo
3308,Scarf,Accessories,36,S,Green,4,Store Pickup,Cash
3309,Jeans,Clothing,70,M,Pink,2.6,Express,Cash
3310,Handbag,Accessories,47,M,Blue,3.1,Store Pickup,PayPal
3311,Jacket,Outerwear,27,M,Pink,3.6,Free Shipping,PayPal
3312,Hat,Accessories,52,L,Blue,4,Express,Bank Transfer
3313,Sneakers,Footwear,75,L,Black,3.9,Next Day Air,Cash
3314,Hat,Accessories,30,XL,Black,3.9,Express,Credit Card
3315,Socks,Clothing,94,M,Violet,3.3,Standard,Credit Card
3316,Scarf,Accessories,68,S,Gold,2.9,Standard,PayPal
3317,Socks,Clothing,45,M,Olive,3.1,Free Shipping,Debit Card
3318,Hat,Accessories,67,XL,Pink,4.7,Standard,Cash
3319,Jacket,Outerwear,46,M,Olive,3.9,Free Shipping,PayPal
3320,Shorts,Clothing,31,M,Indigo,4.3,Next Day Air,Credit Card
3321,Blouse,Clothing,44,XL,Silver,4.2,2-Day Shipping,Cash
3322,Coat,Outerwear,100,S,Charcoal,4.3,Next Day Air,Venmo
3323,Sweater,Clothing,92,XL,Orange,4.6,Next Day Air,PayPal
3324,Handbag,Accessories,78,M,Yellow,3.8,Free Shipping,Credit Card
3325,T-shirt,Clothing,32,S,Red,3.3,Standard,Venmo
3326,Sandals,Footwear,97,M,Maroon,3.7,2-Day Shipping,Venmo
3327,Gloves,Accessories,95,M,Magenta,4.3,Standard,Debit Card
3328,Shorts,Clothing,64,M,Black,4.1,Express,Debit Card
3329,Sandals,Footwear,35,M,Violet,3.2,Free Shipping,Cash
3330,Backpack,Accessories,54,M,Gray,3.8,Express,Debit Card
3331,Sneakers,Footwear,96,M,Black,3.2,2-Day Shipping,Bank Transfer
3332,Sunglasses,Accessories,58,M,Pink,3.5,Free Shipping,PayPal
3333,T-shirt,Clothing,23,M,Silver,3.1,2-Day Shipping,PayPal
3334,Jeans,Clothing,35,M,Violet,4.2,Express,PayPal
3335,Shirt,Clothing,23,M,Beige,3.4,Free Shipping,Credit Card
3336,Hat,Accessories,94,XL,Cyan,3.5,Express,Bank Transfer
3337,Blouse,Clothing,45,M,Brown,4,Free Shipping,Debit Card
3338,Jacket,Outerwear,23,L,Blue,4.4,2-Day Shipping,Bank Transfer
3339,Skirt,Clothing,94,L,White,2.9,2-Day Shipping,Credit Card
3340,Gloves,Accessories,99,M,Cyan,3.6,Store Pickup,Cash
3341,T-shirt,Clothing,36,XL,Maroon,4.4,Free Shipping,Credit Card
3342,Jacket,Outerwear,50,XL,Olive,4.5,Standard,Credit Card
3343,Jacket,Outerwear,81,M,Violet,3.8,Free Shipping,Credit Card
3344,Shorts,Clothing,31,XL,Green,3.6,2-Day Shipping,Cash
3345,Hat,Accessories,48,XL,Magenta,4.3,Free Shipping,Cash
3346,Handbag,Accessories,91,M,Turquoise,4,2-Day Shipping,Venmo
3347,Jeans,Clothing,99,M,Black,3.4,Express,Venmo
3348,Shoes,Footwear,70,XL,Cyan,4.4,Standard,PayPal
3349,T-shirt,Clothing,74,L,Gray,2.8,Standard,Cash
3350,Jewelry,Accessories,79,M,Red,2.8,Store Pickup,PayPal
3351,Handbag,Accessories,33,S,Olive,4.9,2-Day Shipping,Cash
3352,Shirt,Clothing,49,L,Cyan,4.2,2-Day Shipping,Bank Transfer
3353,Belt,Accessories,96,M,Teal,2.9,Next Day Air,Bank Transfer
3354,Dress,Clothing,66,L,Teal,4.6,Free Shipping,Credit Card
3355,Skirt,Clothing,45,M,Orange,2.8,Next Day Air,PayPal
3356,Blouse,Clothing,28,M,Peach,2.6,Store Pickup,Bank Transfer
3357,Jeans,Clothing,48,M,Silver,3.5,Store Pickup,PayPal
3358,Hoodie,Clothing,67,M,Pink,3.5,Free Shipping,Credit Card
3359,T-shirt,Clothing,59,M,Magenta,3.4,2-Day Shipping,Cash
3360,Sunglasses,Accessories,74,L,Red,3.9,Next Day Air,Debit Card
3361,Jacket,Outerwear,81,M,Maroon,3.3,2-Day Shipping,Cash
3362,Shoes,Footwear,26,M,Silver,4.1,Free Shipping,Credit Card
3363,Handbag,Accessories,61,M,Gray,3,Next Day Air,Venmo
3364,Sweater,Clothing,23,M,Turquoise,3,Next Day Air,Bank Transfer
3365,Scarf,Accessories,33,M,Peach,3.2,Standard,Credit Card
3366,Skirt,Clothing,58,L,Teal,3.9,Express,Credit Card
3367,Gloves,Accessories,65,M,Red,3.6,2-Day Shipping,Debit Card
3368,T-shirt,Clothing,48,M,Blue,3.1,Store Pickup,Venmo
3369,Sandals,Footwear,25,M,Blue,4.8,Express,Bank Transfer
3370,Sweater,Clothing,51,M,Indigo,3.8,2-Day Shipping,Cash
3371,Belt,Accessories,31,M,Charcoal,2.8,Store Pickup,Cash
3372,Hoodie,Clothing,99,S,Turquoise,4,Next Day Air,PayPal
3373,Socks,Clothing,25,M,Maroon,4.6,Free Shipping,Credit Card
3374,Sandals,Footwear,52,M,Purple,3.5,Store Pickup,Debit Card
3375,Blouse,Clothing,47,S,Lavender,3.7,2-Day Shipping,Debit Card
3376,Boots,Footwear,98,XL,Yellow,4.9,Express,Credit Card
3377,Hat,Accessories,46,M,Green,4.1,Store Pickup,Cash
3378,Shirt,Clothing,32,M,Yellow,4.6,Next Day Air,PayPal
3379,Shorts,Clothing,75,L,Gold,4.5,Next Day Air,Cash
3380,Handbag,Accessories,51,L,Turquoise,5,Store Pickup,Cash
3381,Dress,Clothing,52,L,Blue,3.8,Standard,PayPal
3382,Hat,Accessories,66,L,Turquoise,4.7,Standard,Credit Card
3383,Sweater,Clothing,35,M,Maroon,2.8,Express,Bank Transfer
3384,Coat,Outerwear,43,M,Pink,2.6,Next Day Air,Venmo
3385,Hoodie,Clothing,24,L,Maroon,3.8,Free Shipping,Venmo
3386,Jewelry,Accessories,83,M,Olive,2.8,Standard,Credit Card
3387,T-shirt,Clothing,62,M,Lavender,2.6,2-Day Shipping,Cash
3388,Pants,Clothing,78,S,Pink,3.4,2-Day Shipping,Credit Card
3389,Sweater,Clothing,61,M,Cyan,4.5,Store Pickup,Credit Card
3390,Pants,Clothing,57,L,Maroon,3.8,Free Shipping,Venmo
3391,Socks,Clothing,70,S,Red,3,Next Day Air,PayPal
3392,Hoodie,Clothing,57,M,Silver,3.7,2-Day Shipping,Debit Card
3393,Scarf,Accessories,74,XL,Blue,4.4,Free Shipping,Venmo
3394,Dress,Clothing,90,M,Gold,3.1,Next Day Air,Debit Card
3395,Sandals,Footwear,98,S,Yellow,4.2,Store Pickup,PayPal
3396,Dress,Clothing,43,M,Silver,3.1,Free Shipping,Debit Card
3397,Pants,Clothing,37,XL,Black,5,Next Day Air,PayPal
3398,Blouse,Clothing,38,L,Yellow,2.7,Standard,Bank Transfer
3399,Jeans,Clothing,60,L,Pink,3.8,Standard,Cash
3400,Pants,Clothing,55,XL,Yellow,3.3,Standard,Debit Card
3401,Sunglasses,Accessories,51,M,Lavender,4.8,Free Shipping,Venmo
3402,Backpack,Accessories,71,L,Peach,3.4,Standard,Credit Card
3403,Hoodie,Clothing,61,M,Black,4.4,2-Day Shipping,PayPal
3404,Boots,Footwear,65,M,Olive,3.9,Standard,Cash
3405,Gloves,Accessories,34,L,Olive,3.9,2-Day Shipping,Credit Card
3406,Blouse,Clothing,87,M,White,4.2,Store Pickup,Bank Transfer
3407,Sweater,Clothing,79,M,Red,4,Store Pickup,Venmo
3408,Dress,Clothing,46,S,Purple,2.6,Store Pickup,Cash
3409,Socks,Clothing,72,L,Purple,4.4,Standard,Bank Transfer
3410,Shirt,Clothing,93,M,Teal,3.2,Next Day Air,Credit Card
3411,Sandals,Footwear,76,L,Teal,4.3,Free Shipping,Bank Transfer
3412,Shoes,Footwear,56,L,Gray,4.9,2-Day Shipping,Cash
3413,Sandals,Footwear,83,M,Magenta,3.8,Store Pickup,Venmo
3414,Gloves,Accessories,90,XL,Black,2.5,Express,PayPal
3415,Boots,Footwear,94,M,Maroon,4.9,Next Day Air,Bank Transfer
3416,Blouse,Clothing,68,M,Gold,3,2-Day Shipping,Bank Transfer
3417,Sandals,Footwear,53,M,Purple,3.2,Store Pickup,Bank Transfer
3418,Coat,Outerwear,35,M,Blue,2.9,2-Day Shipping,Debit Card
3419,Jacket,Outerwear,30,M,Beige,2.8,Free Shipping,Debit Card
3420,Jewelry,Accessories,26,L,Indigo,3.1,Store Pickup,Venmo
3421,Hat,Accessories,60,M,Purple,3.4,Express,PayPal
3422,Shoes,Footwear,30,M,Maroon,2.9,Free Shipping,PayPal
3423,Coat,Outerwear,91,L,Beige,3.2,Next Day Air,Venmo
3424,Boots,Footwear,71,M,Brown,3.8,Next Day Air,PayPal
3425,Scarf,Accessories,64,L,Green,3.6,2-Day Shipping,Credit Card
3426,Hat,Accessories,54,M,Blue,4.3,Next Day Air,Debit Card
3427,Socks,Clothing,35,XL,Magenta,4.8,2-Day Shipping,Credit Card
3428,T-shirt,Clothing,38,XL,Turquoise,2.5,Store Pickup,Cash
3429,Jewelry,Accessories,69,M,Gray,2.5,Next Day Air,Venmo
3430,Skirt,Clothing,96,S,Purple,4.6,Express,Debit Card
3431,Socks,Clothing,73,M,Lavender,4.2,Next Day Air,Bank Transfer
3432,Belt,Accessories,49,S,Green,4.2,Express,Venmo
3433,Boots,Footwear,44,M,Gray,4.8,2-Day Shipping,PayPal
3434,Socks,Clothing,93,M,Yellow,4.5,Free Shipping,PayPal
3435,Pants,Clothing,72,S,Orange,3.3,2-Day Shipping,Venmo
3436,Socks,Clothing,91,M,Beige,2.7,2-Day Shipping,Debit Card
3437,Belt,Accessories,83,L,Peach,2.8,2-Day Shipping,Bank Transfer
3438,Jacket,Outerwear,62,S,Green,3.5,2-Day Shipping,PayPal
3439,Shirt,Clothing,71,M,Violet,3,Store Pickup,Credit Card
3440,Gloves,Accessories,93,M,Gray,4.5,Express,Venmo
3441,Handbag,Accessories,63,L,Magenta,4.3,2-Day Shipping,PayPal
3442,Sweater,Clothing,96,XL,Charcoal,4.1,Standard,Credit Card
3443,Skirt,Clothing,78,M,Violet,4.3,Next Day Air,PayPal
3444,Dress,Clothing,24,L,Silver,5,Free Shipping,Cash
3445,Pants,Clothing,63,S,Green,3.8,2-Day Shipping,Bank Transfer
3446,Hat,Accessories,58,M,Magenta,4.9,Standard,Debit Card
3447,Boots,Footwear,55,S,Purple,5,2-Day Shipping,Cash
3448,Sandals,Footwear,58,M,Blue,4.3,Express,Bank Transfer
3449,Coat,Outerwear,28,S,Yellow,4.1,Express,Bank Transfer
3450,Blouse,Clothing,37,M,Brown,4.5,Standard,Cash
3451,Shorts,Clothing,78,M,Pink,3.6,Store Pickup,PayPal
3452,Blouse,Clothing,73,XL,Silver,3,Free Shipping,Credit Card
3453,Jacket,Outerwear,20,M,Indigo,3.7,Next Day Air,Venmo
3454,Shirt,Clothing,60,L,Pink,4.3,Standard,Venmo
3455,Handbag,Accessories,71,S,Lavender,4.6,Store Pickup,PayPal
3456,T-shirt,Clothing,89,M,Orange,4.7,Standard,Venmo
3457,Hoodie,Clothing,53,M,Red,4.6,Express,Venmo
3458,Jewelry,Accessories,87,M,Gray,3,Express,Cash
3459,Jewelry,Accessories,37,L,Violet,3.4,Standard,Venmo
3460,Hoodie,Clothing,37,L,Green,3.8,Express,PayPal
3461,Scarf,Accessories,78,M,Gold,3.1,Express,Bank Transfer
3462,Shoes,Footwear,23,S,Maroon,4.4,Standard,Cash
3463,Jeans,Clothing,73,L,Olive,4.5,Standard,Credit Card
3464,Jewelry,Accessories,27,M,Yellow,2.8,2-Day Shipping,PayPal
3465,Coat,Outerwear,59,S,Peach,2.7,Next Day Air,PayPal
3466,Backpack,Accessories,53,M,Gold,3.4,Standard,Debit Card
3467,Socks,Clothing,42,S,Purple,4.6,Standard,Bank Transfer
3468,Scarf,Accessories,45,M,Charcoal,5,Next Day Air,Credit Card
3469,Sunglasses,Accessories,89,S,Indigo,3.5,Standard,Debit Card
3470,Socks,Clothing,85,L,Magenta,3.3,Store Pickup,Cash
3471,Coat,Outerwear,69,S,Olive,4.5,Free Shipping,Cash
3472,Sandals,Footwear,66,S,Blue,3.1,Store Pickup,Cash
3473,Blouse,Clothing,42,S,White,4,Free Shipping,Debit Card
3474,Dress,Clothing,40,M,Cyan,2.5,Express,Cash
3475,Pants,Clothing,82,M,Cyan,4.4,Store Pickup,Venmo
3476,Sneakers,Footwear,88,M,Orange,4.4,Express,Cash
3477,Boots,Footwear,99,XL,Orange,3.2,Free Shipping,Cash
3478,Handbag,Accessories,85,S,Teal,3.8,Store Pickup,Debit Card
3479,Handbag,Accessories,57,M,Magenta,4.6,Store Pickup,PayPal
3480,Sweater,Clothing,56,S,Orange,4.9,Standard,Cash
3481,Sandals,Footwear,79,L,Peach,3.5,Free Shipping,PayPal
3482,Socks,Clothing,67,S,Maroon,3.4,Store Pickup,Debit Card
3483,Gloves,Accessories,61,M,Gold,3.9,Next Day Air,Debit Card
3484,Hoodie,Clothing,37,L,White,3.9,Express,Credit Card
3485,Dress,Clothing,75,L,Gray,4.2,Free Shipping,Credit Card
3486,Shirt,Clothing,21,XL,Brown,3.4,Standard,Debit Card
3487,Shorts,Clothing,89,L,Charcoal,4.9,Standard,PayPal
3488,Sandals,Footwear,24,L,Beige,2.9,Store Pickup,Bank Transfer
3489,Sweater,Clothing,27,XL,Teal,4.9,Store Pickup,Cash
3490,Dress,Clothing,26,L,Black,4.6,2-Day Shipping,PayPal
3491,Boots,Footwear,82,M,Violet,3.6,Store Pickup,Credit Card
3492,Pants,Clothing,28,M,Orange,4.3,Express,Cash
3493,Gloves,Accessories,65,M,Turquoise,4.6,Standard,Bank Transfer
3494,Pants,Clothing,82,XL,Black,4.7,Store Pickup,Credit Card
3495,Scarf,Accessories,38,M,Silver,3.5,Free Shipping,PayPal
3496,Shorts,Clothing,33,XL,Gray,2.8,Free Shipping,Cash
